entry,rae_id
filosa,Hw5Vco3
"fino-ugrio, gria",HyR1p8M
finoli,HyMYdcj
fiscala,HzHZtg9
fisicoquímica,HzyGzPQ
fisiognómica,I0Fm53e
flaccidez,I21J2am
flechera,I4QPrWV
fletera,I5Amfmy
"fláccido, da",I21YHnd
foie gras,I9UrICb
foliolo,IAIIWt5
folklor,IAKzxc8
folklore,IAQExs5
folklorismo,IATouMj
folklorista,IAUfx5M
"folklórico, ca",IATD833
fondonga,IBq7XMS
"fondongo, ga",IBqK1SP
fonemática,IC3tDas
fonomímica,ICkGrHA
fontana,ICxUUKu
fonética,ICAho85
forrajera,IGixdnJ
forzosa,IHr7eq1
fosca,IIFrsNE
fosforera,IIW9AjJ
fotocopiadora,IJYb2Hy
fotograbadora,IJyZPD1
fotomecánica,IKe1sTm
fotoperiodo,IKyZ4RC
fotoquímica,IL34O5E
fotólisis,IK9dhNA
fotósfera,ILHUGbj
fraccionadora,IME775g
francocuartel,IOSESWo
fraterna,IQ6JiNS
fregona,IROmJCe
freidora,IRZqqxM
fresadora,ISqnPfk
fresca,ISwrLqV
fresera,IT91OMY
fresquera,ITPZbwH
friolera,IUuVY2f
friqui,IUx9tuk
frontalera,IW9rkW4
frontera,IWEkfHP
fruslera,IXCWzKM
fréjol,IRrDvwz
fría,ITtwWlp
fríjol,IUWekoW
fulana,IZkzJ0A
fumista,IbE7iIB
fundidora,Ic9hRHy
funeraria,IcMeO8E
fusca,IdwLPdA
futbol,Ieof45J
futura,IfLrXY5
física,Hzqx0lW
fórmica,IFTZ9SC
gabacha,IfbhVmR
gagate,IhLxG1S
"galaico-portugués, sa",IiEJXKL
galana,IiRvZTR
gallarda,Iku9eon
"gallego-portugués, sa",IlKbwnn
gallera,IlX7mtf
gallofa,ImOd8kT
gallopinto,Imah6GE
galénica,IjSUjTC
gamberra,IoRaIl1
gametófito,IpBtftR
gansa,Ir75QnZ
garbín,It0xOq8
garduña,ItPlInP
gargantilla,IuB1bqf
garrapiñada,IwS9Qhj
garrotera,IxOO0Wg
gaseosa,IykckMp
gasolinera,Iz1fKiO
gastr-,IzTgprF
gastroscopía,J02guRr
gata,J0Aj7Id
gatuna,J0ZTC1D
gena,J3NLa9W
"genesiaco, ca",J4I9nJq
"genetliaco, ca",J4eOOVx
genetlíaca,J4c3ZlB
genolí,J5PY1pn
genulí,J6YLxq4
genética,J4ZiuCy
"genízaro, ra",J531Px5
genómica,J5XGxxh
geobotánica,J6amArP
geofísica,J70M4LD
geomancía,J7YDIOF
geopolítica,J7s2W8l
geopónica,J7tjSVg
geoquímica,J7zEVn7
geotécnica,J8YSYG4
gerbo,J8lmwDB
geórgica,J8FJ3Rv
geósfera,J8QlByc
giennense,JBC0OCn
giganta,JBEu1tO
gigantea,JBGtbvW
gimnástica,JC1fUxM
gindama,JCHYXek
giratoria,JDJp3TG
girostato,JDiP1og
gladíolo,JEMG02p
glicolisis,JF29RlY
gloriosa,JFdj0GI
glucolisis,JGN7JQL
gnomónica,JH0pwFG
gobernadora,JHIc3J0
golfa,JIRygjj
gomera,JKNJHLf
gorda,JLF8w5V
goya,JNRKY02
grabadora,JO17wmR
gramática,JQkghdC
granadina,JRg6T1y
granadina,JRi6igU
granillera,JSzIVPO
granujada,JTRSDl7
gratil,JUyVNkK
greca,JW1S9fj
gruesa,JZuWlpa
gráfica,JPW97Xk
gráfila,JPeplx3
guachalomo,Jbgd8Hp
guachar,Jbjhhbk
guadañadora,JcUTULZ
guadúa,Jd5Edfp
guairuro,Jdhuol2
guaiño,JdVDzpW
guajira,Je4VbQD
"guajiro, ra",Je5plah
guanera,JfUMT3O
guantanamera,JftzcKX
guantera,Jg2cEDO
guaquear,JgbmMgz
"guaquero, ra",JgddWGX
guardabosques,JhraddZ
guardafango,JiSrsWf
guardamanos,JiqTRSy
guardamontes,Jj3jb6W
guardaparque,JjALQHl
guardapolvos,JjFp3Gd
guardesa,JjpCNHu
guardiacivil,JjqwLPx
guayabera,Jmwu0UE
guerrera,JoZcdLg
gurbia,JtRW1PP
gurisa,JtavIYG
gurrumina,JtvIXws
güegüenche,Jo8Wzfr
güemul,JoFqLkC
güillín,JpbNW8f
"güilo, la",JphYZtR
güilota,JphcEc3
güipil,JrAQuUM
güisquil,JryiQru
güisquilar,JrzeviZ
habanera,Juv8R4o
hablantina,Jvx6DF5
hacendera,JwZWurc
hadada,JxnUzyc
hai-kai,JyJROFZ
haikú,JyKBjdw
halconera,Jyt7ggE
haleche,Jz3t1pp
hamadriada,Jzxg61J
hamburguesa,K0GDhmq
haraquiri,K18K46j
haravico,K1Bt2gB
harem,K1XZ7et
harmonio,K207HoH
harmoniosamente,K21DVDr
"harmonioso, sa",K22QuA2
harmonizable,K24CEXJ
harmonización,K255KF1
harmonizar,K26cutw
harmonía,K1pCx6o
harmónicamente,K1pe1Bh
"harmónico, ca",K1yQ6yg
harpa,K2DiW6A
harpía,K2GCzUq
hedentina,K5IzkDF
heladera,K5eo17t
heladora,K5kahZi
"helespontiaco, ca",K6JUdT2
"heliaco, ca",K6Mv4aa
heliofísica,K6eVe3R
heliostato,K6tEDpz
helitrasportar,K74VN55
hemat-,K7R5yxo
hemiplejía,K8Mc4z7
hemodinámica,K8oOxaz
hemorroisa,K9BGrnn
hemólisis,K8zyfOQ
hepática,KAHNse2
herbolaria,KBfKeLh
hermenéutica,KDV1FRl
herpe,KEVaqyK
herraj,KEozyIo
herrera,KFCkk9y
heráldica,KAorQG6
heteromancía,KH4WnNN
"heterozigótico, ca",KHUVDI7
heterósfera,KHIZJC1
heurística,KHcDhSp
hicaco,KIlTG9h
hidrodinámica,KK9RUur
hidrolisis,KKbWvE8
hidromancía,KKoQlEg
hidroscopía,KLckhg6
hidrostática,KLgnb6Z
hidráulica,KJZat0e
hidrósfera,KLdgITZ
hierbal,KMeImFx
"hierbatero, ra",KMj4iAO
hierbazal,KMjxpop
"hierbero, ra",KMoGLw2
hierbería,KMmCS9Y
hiero,KMpJtUk
higroscopía,KNf0O2o
hiladora,KOnbSfC
hipercrítica,KQw2ySu
"hipocondriaco, ca",KT2QKKI
"hipomaniaco, ca",KTwB7DN
hipótesi,KUqaJge
histeroscopía,KWaUK3m
histoquímica,KWpydX6
histrionisa,KXXcp2U
hita,KXYVjp2
hojasanta,KYhw9zI
holandesa,KYx60jS
"hológrafo, fa",KZywLBl
"homozigótico, ca",KcBxiNA
homósfera,Kc9FsFM
hornaguera,KfaU6qg
hornera,KfpMQiD
hortelana,KgdJFGP
house,KiQ3lpc
huaca,Kiy1E0B
huacal,Kj02ULc
huachinango,KjHC0tJ
huaje,KjNN3IS
huamúchil,KjbMtcL
"huanaco, ca",KjeB6jQ
huarache,KkBEHLF
"huarachudo, da",KkFahTk
huarapeta,KkIo7x5
huasca,KkPvANN
"huaso, sa",KkTAjV0
huateque,KkcIWmx
huesera,KlZDVwi
huesuda,KlkDwpd
huevera,Klvtmq3
hulahúla,Kmz0Q8M
hulera,Kn7Cjbp
humorada,KpObarq
huronera,KqaaiGr
huy,KrHckrH
hámago,JzzP3WS
héctica,K54ulus
héjira,K5bHJxJ
hética,KHVxhOJ
hípica,KRw6jMC
húmeda,Ko9CuTj
húmil,KojYAk1
húmilmente,KpCxwJS
i-,KrQe8X3
i-,KrTWYNC
iatrogenia,KrXErWW
"iatrogénico, ca",KrXnOYA
"iliaco, ca",Ky62TXs
"iliaco, ca",Ky6vz6A
ilustrísima,KziuOQ7
im-,Kzo84Wg
im-,Kzpk9SX
imaginativa,L0GOIEW
imam,L0LWg7J
imperatoria,L31BYXL
impolítica,L543hqY
impresora,L70kens
impía,L4BHP4I
in illo tempore,LcgKi5C
in integrum,LcoPm3X
in itinere,Lcxkw1S
in medias res,Le5AFqG
in memoriam,LeN78IB
in mente,LeUeikl
in partibus,LiNk5DU
in partibus infidelium,LiNkM3K
in pectore,LiQuOqq
in perpetuum,LiSD5dk
in promptu,LiUNB1A
in púribus,LiWqF0U
in situ,LlJeGAq
in solidum,LlkrAN7
in statu quo,LmnWpQn
in terminis,LvQSuA9
in utroque,M1Vgfq4
in utroque iure,M1Z3Y8h
in utroque jure,M1mvimL
in vitro,M4cX8vQ
in vivo,M4dN6uq
in voce,M4i4erf
"incircunscripto, ta",LETqFQj
incógnita,LFoFmPR
indagatoria,LLk5Eu9
indiana,LNc6oh5
indirecta,LP6YeBh
individua,LPn3SGl
"indo-iranio, nia",LQp6zcZ
indumentaria,LRoaO79
"infecto-contagioso, sa",LVWF7BH
informática,LY8J1Xi
infraganti,LYk8D5E
infraoctava,LYrgD1R
"infrascripto, ta",LYwuaQ6
ingenua,LaM1MsI
inhibitoria,Lbg9vca
iniciativa,LcM4y9N
inmaculada,LdU4P87
inmobiliaria,LesgIpS
innocuidad,LgopXjl
"innocuo, cua",LgoxNDj
inquisitoria,Lix5P4f
instantánea,LmbLovc
insubstancial,LoTyyd6
insubstancialidad,LoWYsKZ
insubstancialmente,LoXuF7k
insubstituible,LoZKC0k
intelectiva,LqSt9sX
intendenta,LrnBryY
interina,LuSO7Ek
intermedia,LvDa2YL
intranscendencia,Lz1c6U1
intranscendental,Lz36vrt
intranscendente,LzABXVV
intrasferible,LzSv4cn
intrasmisible,LzSx99T
inventiva,M2wuxim
inyectadora,M50wKpf
iodo,M58g7NQ
ioduro,M5AuXo2
ionósfera,M5P8bAs
irremplazable,M8FZeaQ
isalóbara,MAIdOZT
isoquimena,MCNq0Xn
isoterma,MCcOBVi
"isíaco, ca",MARIt0X
"isóbaro, ra",MBUMR3M
isóbata,MBXp1OE
isógona,MC2FYcK
itálica,MDcuY4X
izquierda,MFQEcT5
jabonera,MGmnPYN
jacarandina,MHSbNKh
jacerina,MHcaIPv
jaculatoria,MI3bO8N
jardinera,MMeYHam
javera,MOMe2jh
jefa,MP8bOEu
"jeremiaco, ca",MPsjorR
jeroglífica,MQZMA6j
jienense,MSOxz2l
jiga,MSaeFTI
jijona,MSpG6ua
"jirocho, cha",MUOBIeH
jirofle,MUQujaP
jitomatera,MUkkaoo
jope,MWj8Oey
joyera,MYI7XfK
judaica,MZV0di3
judiciaria,MaDYT0x
jueza,MaanWax
juglaresa,Mb0D0Kf
juma,MbyyGHE
juntera,MdI5wAM
kaki,MflpsB0
kaki,MfnovZm
karate,Mg4WPc0
kepis,Mgd5Z2e
kepí,Mgd5Wom
kermes,Mgf7cky
kerosene,Mgj9ZpQ
keroseno,Mgk90u3
kerosén,Mgg3L5y
kerosín,MgmpoOE
kilim,Mh18Dd9
kiosco,MhfQNlk
"kiosquero, ra",Mhg5lmX
kungfú,MiNBSEr
labrada,MjcnW9w
lacero,MksZMCI
ladera,MmF8Qiv
ladrillera,Mn65SRG
ladronesca,MnRLFvc
lagarta,MnhNGki
lagartera,MniLgxz
lagartona,MntQPbd
lambeculos,Mp5O0E4
laminadora,MqcGqcu
laminera,Mqhy1Za
laparoscopía,MvBiwKZ
larga,Mw8ozBI
laringoscopía,MwqOyHj
latiguera,Myh0o7x
laudatoria,MzdFByQ
laureada,MzrxOsO
laurencio,MzxaO5R
lauréola,N01Vgpu
lavadora,N0cF63T
lavalozas,N0ojNXC
lavandera,N11vUML
lavarropa,N19BTHP
lavativa,N1AYf6u
lazarillo,N1wSC7E
lañador,MumymNc
lecanomancía,N2b2q3L
lechigada,N35rkkm
lechosa,N3Bwc8u
lega,N3oNIfv
legítima,N4oFVdl
lencera,N6pQtQM
leonera,N8nEYH6
leonina,N8s0F6P
lerda,N9kCDdq
leñera,N8bIyb9
librera,NFhIO3t
licorera,NGbaX1n
lideresa,NH7RHtt
lija,NJLpWv6
limonada,NKf94RS
limonera,NKn8VBl
limosnera,NKyPXWP
lindera,NMVmjOg
linf-,NMznEtk
lingüística,NNOi3Xb
lionesa,NOAW8dA
"lipemaníaco, ca",NOL9SnQ
litote,NSEBljm
litotes,NSFyNsd
litósfera,NSCwnZv
liviana,NSgIhY1
llenera,NVIxYEs
llorona,NWHcsrt
lluviosa,NWheYMi
lobera,NXKrD37
"lobo, ba",NXSzIBk
loca,NXcLqtD
locomotora,NYJJANL
logística,NZI3h9r
lombarda,NaGCMg0
longa,Nb4CBvB
longui,NbbwDum
loquera,Nc40ohX
"los, las",NcnX1R9
lucera,NeDnU4z
luctuosa,Nfa6wuD
ludia,NfhHi8z
luenga,NgCM5Bm
lustramueble,NjQGzzV
lírica,NPOPt0U
lítotes,NSHw0WZ
lógica,NZ9TIww
lúe,Ng5Qr7x
macadam,NkgYDnm
macedonia,Nlod8pJ
macehual,NlvIG3q
machorra,Nnk6NoF
machota,NnnfGOn
macrobiótica,NoevsrX
macrocosmo,NokFeBq
maesa,NrNE9yl
maestra,NrZDRGq
maestreescuela,Nry6s7Y
magazín,NsQ1KTO
magnetósfera,NtzDHe0
magra,NuoavD9
mahonesa,NvrJUns
maicera,Nw1t2pb
"malaconsejado, da",NyXEubo
malagueña,NyfGwck
"malavenido, da",NzQmzqB
"malayo-polinesio, sia",NzjRv5r
"malcontentadizo, za",O04rVoE
"maldispuesto, ta",O0cQ6zl
maldita,O0dsbdy
malhumor,O2RUOae
mampuesta,O70XC1E
manceba,O87iyLv
manchamantel,O8XPV8j
mancía,O8mI4q1
mandarina,O9cdsjD
mandriladora,OAPe45P
manducatoria,OAlt9tq
manguera,OCb5wrX
"maniaco, ca",OD9l0b7
"maniaco-depresivo, va",ODAhChT
manicura,ODLv67q
manigero,ODrXoYg
manola,OFIKurP
mantecada,OGeft0R
mantenedora,OH2drLg
mantequera,OHJABTm
mantequillera,OHTv0l2
mantera,OHVFGDV
manzanera,OIwAQJX
marcapaso,OMdHgtT
mariana,OPJ6WCl
mariguana,OPpPqqj
"mariguanero, ra",OPsXd8y
marina,OQ8ViYd
marinera,OQHIvvX
marmitaco,OSB0rB1
marrana,OTg5qQf
marrano,OTslzYG
mastique,OZ5f4mF
mataburro,OZoQGIq
matemática,ObQEccx
matrona,Odc09Bv
maturranga,OdsfLPP
mayorala,OfoHdPr
mayorazga,OfuDgGJ
mayordoma,Ofz9FZm
mayéutica,OfT0BLr
mayúscula,OgPggI1
mazorquera,OhOpPlR
maître,Nwf1tnn
mañera,OJSiSBB
mecedora,OireDEb
mechera,Oj9uW7j
mechuda,OjMz6f0
mecánica,Oi2tvSV
mediana,OjxxJgv
medioambiente,OlWJe2D
mediofondo,Om2gVXr
medula,Omay6NF
mejicanidad,OnSnLUH
mejicanismo,OnTGesE
mejicanista,OnUxkJo
"mejicano, na",OnWpMMY
mejillonera,Oncsq8g
melada,OnynM8K
melera,OosDxO3
mercadera,OyHeOwE
meridiana,P0UV1BC
mesósfera,P3SuEBp
metafísica,P4e2QHu
metamorfosi,P652kfD
metapsíquica,P6Az0dK
metempsicosis,P6lvu74
metoposcopía,P7uWIif
metrópolis,P8gRUTv
"metáfito, ta",P4lopv6
metálica,P5EGlXR
metéoro,P70XrM7
mezcladora,P9Mr5j2
micado,PAcgw4r
microcosmo,PBqBORI
microfilmadora,PC8IedB
microscopia,PCaFfmo
micrófito,PCCDCjC
micrótomo,PCuPtlp
milanesa,PEi7q9O
milara,PEjXr1Q
milbillonésima,PEjePgP
mildiú,PEm1aLV
millonésima,PGFWzSU
milmillonésima,PGLV2hI
miltrillonésima,PGiD3RP
milésima,PEzdvlN
milígramo,PFZMcb3
mimbrera,PGzCwLL
mimesis,PHG4FjN
mimosa,PHaVIXp
minera,PI2n0rN
ministra,PJqlgnL
minúscula,PKqmsCJ
mioclonia,PLToDln
mirabolanos,PM0hEVd
miramelindo,PMMZWL1
mirobálanos,PNA8zVC
miscelánea,PNnk622
mistifori,PPh0Z1c
mitín,PQJhpBa
mixta,PR7nFJV
mixtificación,PRA4g8K
"mixtificador, ra",PRATkk0
mixtificar,PRAlf4o
mnemotécnica,PRgwLZf
mnemónica,PRb5MVf
moca,PSFyVYA
mocha,PSfaNif
modorra,PV4TFBw
mohína,PWf9lry
moledera,PYms7Ow
moleña,PYyv4ja
molinera,PZX5GVB
mollina,PaYMz63
momia,Pbt1sOm
mondonguera,PdAmFm8
monis,PeRn2yi
monitoria,Ped0mAS
monja,PeiCeUN
monográfica,PgF5VVW
"monomaniaco, ca",PghloUN
montada,Pigchiu
montadora,PiiUUVn
montera,PjsCPEq
"moquehuano, na",PlRxReo
morfeo,PooW9sK
motera,PvlEZAI
motora,PwdN5yg
motorizada,PwmvDkP
moza,PxxgPqK
mozuela,PyWX5iE
mucilago,PyzrGuF
mucosa,Pz9zXMS
mulata,Q2catSK
muleta,Q2ymnwW
multiusos,Q4xlCkf
musaca,Q8CWmIw
muy muy,QAhXB8h
muñeca,Q69sMQo
muñequera,Q6Eo6cD
mágica,NsspY6B
mándala,O9PqJtA
médica,OkfZnAe
métopa,P7tPFQX
métrica,P8B83km
mímica,PHOKVye
mínima,PJVmwL1
mística,PPYnsUV
música,Q98e1OK
nacida,QBhPit3
"naguatlato, ta",QD89ESD
nahual,QDE4GRO
nahualismo,QDG1p1J
naif,QDL8fkH
napea,QEew49n
napolitana,QEqXW5O
naranjada,QEu04HW
naranjera,QEv3LIh
narguilé,QG1aPpA
narizona,QGcSJgP
narrativa,QGlgocw
naviera,QJN2D8X
nazarena,QJTdPmZ
ndowe,QJcoTJg
nebulosa,QKGyKd6
necesaria,QKKMWIP
necromancía,QKsXjj0
necroscopía,QL09HiT
negativa,QM4l0UB
negra,QMUl16K
negrita,QMtjxSr
neis,QNDVz90
neja,QNMIP8n
nemotecnia,QNrmNoH
"nemotécnico, ca",QNrpdW4
"nemónico, ca",QNotlhJ
"neomejicano, na",QOuIpYC
"neoráceo, a",QPGBnE9
nerolí,QQEdF9M
"netáceo, a",QR4QRyB
neumática,QR7V4Le
neurótomo,QSWU5rF
nevera,QTDvNsH
nigromancía,QV3Yug4
"nilo-sahariano, na",QVMrT4q
"ninfomaniaco, ca",QVbqDuu
ningún,QVkXtgV
nisquear,QWqeNa0
niña,QVx8H1J
noli,QZOWcLO
nomo,Qafqb4W
nomon,QahSGpN
"nomónico, ca",QahcG2F
nona,QapkW9E
normativa,QccES2v
nosticismo,QdhBIWp
novelística,QfUFOsZ
novena,Qfc5gCL
"novomejicano, na",QgUB3XJ
noósfera,QbSqmME
nubada,QgZPZJp
nubarrada,QgiPquH
nucléolo,QhMRyEQ
nueva,QhrRxHy
numeradora,QiUDiqW
numismática,QiwWGFm
náutica,QIH5j5Z
"néisico, ca",QNGD2j5
nícol,QTsYCum
"nómico, ca",Qa6TRPY
"nóstico, ca",QdhWm3A
oblata,Qn00MMn
obscuramente,QoUGQUz
obscurantismo,QoWJM1v
obscurantista,QoWcRWV
obscurecer,QoYG355
obscurecer,QoYxFY2
obscurecimiento,QoaBww3
obscuridad,QoaQvpl
"obscuro, ra",QoeGx6G
ocapi,QqXW8jC
ochava,QrRrs3c
ochentena,QrejKPs
ocotera,QsOIU6W
octava,QsrTsTM
ofensiva,Qv9w9xc
oftalmoscopía,QwPHAXT
oftalmía,QwIJULV
ogaño,QwkePHl
ogresa,QwlOmrY
ojaladora,QxMPA0J
"ojizaíno, na",QyCyoEo
"olimpíaco, ca",R0QXKjc
olimpíada,R0VJif1
olisca,R0inzur
omoplato,R3E990Y
oncena,R3fcNO9
onicomancía,R4azrjE
oniromancía,R4gohhW
onomancía,R4p5SqJ
onomástica,R4rQeY8
opiata,R6XBDV2
oratoria,R8kjnqS
orballar,R8u3lDS
orballo,R8uWLNp
ordeñadora,R9u5JXJ
orfrés,RBGjQ5R
orgia,RC4X8Ch
oribe,RCK0QGp
ornitomancía,REq7wmC
orquídea,RFaUVm4
osmosis,RII6smf
oste,RIYdZCC
ostrera,RJkQeuf
otomana,RKibGBr
otoscopía,RL8e8pA
ozena,RNcMUoE
ozonósfera,RNkn2GB
oósfera,R5P5ZTh
pachuli,RPYiaeG
paellera,RRF1sF7
pahua,RSTI9pU
paipái,RSwfyHt
pajada,RTHnY6m
pajarera,RTLwRzM
pajel,RTlsn9W
pajera,RTq9fde
paladín,RVJuXin
palanquera,RW0ZYVs
palatina,RWKkwN5
palizas,RZ6WB6F
palmada,RZgHWbd
paloma,RaTbG7t
palomera,RaZ93uA
pamperdido,RcOCITe
panificadora,RhWdTfM
panocha,RhoRUhl
panorámica,Ri0ZQfl
pansiquismo,RiEeToR
papelera,RmfmK8k
paprika,RoIGXXI
paquistaní,Roqdkh6
parabrisa,RpDIIDo
"paradisiaco, ca",RpXvw7Z
paradoja,RpgdOLm
paragolpe,RqM820X
paraguaya,RqcKC4Y
paralela,RqwY4RU
paralelógramo,Rr4HfQY
paralimpíada,Rr8Vlxo
paramera,RrdACMd
paraplejía,RsKr8wS
pararrayo,RsYSfqd
parasicología,RscG0kQ
"parasicológico, ca",RsdBNMe
"parasicólogo, ga",RseaLY0
pardilla,RuKgM1n
pareado,RuVOEGe
pareja,Rux1SlV
parrillera,Rz6hI8B
parsec,RzTZ8aG
partera,RzutbBc
parva,S1ZpIhG
pasadera,S27pkpn
pasamanos,S2i3RMb
pasapuré,S31bDyn
pasiega,S43FeU0
pasiva,S4SPDmB
pasteurizadora,S67kBEm
pastora,S6KbySF
pastrana,S6hFjIn
patrona,SBoydLp
patrística,SBdPANH
pavimentadora,SDSN1gJ
pavorreal,SEIdmX6
pañolera,RkfAITa
pañusa,RkpLJeh
pecadora,SFWuAjY
peciolo,SHEGJVT
pedicura,SIo5vOs
pedorra,SJMoGWH
pedorrera,SJP3FFd
pedriza,SK2xdvs
peguera,SL8nqGJ
peinadora,SLhWScF
pelada,SMB1LlV
peleona,SNh04cu
pelona,SPTstMJ
"peloponesíaco, ca",SPZS2DV
peluquera,SQMLy01
pentágrama,SUGMxHi
"pequinés, sa",SWcUJuS
percápita,SX2mtUI
peregrina,SZ9SNqf
perezosa,SaBlQBs
periodo,Sdf5yGF
peripatética,SdtgrUr
perpetua,Shm7r5Z
perra,Si6qKUM
perrera,SiKN8qh
perruna,Sil2AFk
personalísimo,SjcUDpP
perspectiva,Sk7jvxr
persuasiva,SkPP12H
perífrasi,ScfLfr7
perípato,SdyQ1cE
pesquera,SnzZtjT
petitoria,Spw14uk
petroleoquímica,SqULoEm
petroquímica,SqeOZFq
picadora,SsEzS3a
picahielo,SsLlbyl
picaresca,StEZXHF
pichinga,Sutyuzk
picosa,Sw0nCn7
picuda,SwRq2Hn
pija,SyHLkF8
pilla,SztREcf
pilonga,T0eUxTe
"pinado, da",T1zxdnV
pincha,T2StVEM
pinky,T3uzZgI
pinolera,T496Peh
pirolisis,TARuUY2
piromancía,TAcVEa9
piruja,TBgSp2j
pirósfera,TB081c7
pisadora,TBzKaWx
pistera,TDYrFmG
pistolera,TDmSkV7
pitora,TFvc35d
pixel,TGsSalh
plantadora,TKKkmPC
platanera,TMIdZX8
play back,TNpDQRz
play boy,TNsEHL1
playera,TNskqWk
plañidera,TL55eHs
plena,TP2E4ki
plim,TPvF6Y5
plumaria,TQQmzsF
plumetí,TQrL3Wq
pluscuamperfecto,TRtPybe
plástica,TLgiOQJ
pobreta,TSgKEsA
pocha,TT3GHq2
poetisa,TUegJwh
polaca,TV5lVnm
"policiaco, ca",TWPEfVm
policlínica,TWcrH9X
poliglota,TXZbSoy
"poligloto, ta",TXjluUB
polka,Tab3sRK
pollera,TarreEV
pollina,TavVA2k
polonesa,TbN6ju9
poltrona,TbSHCEG
polémica,TViVFTG
"polícromo, ma",TWsXWpQ
política,TZvRpqx
pompi,Tcr0Ton
porquera,ThwtRCA
porqueriza,Ti0Skzt
portacontenedores,Tj3wwSw
portaequipaje,TjKifZK
portaeronaves,TjOjTKE
portafolios,TjVmeHw
portalámpara,TjwnfLj
portaobjeto,Tknbmay
portarretrato,TkyykNF
portavasos,Tl3mCTY
portaviones,Tl6TWI1
post-,ToiqG7p
postbalance,Tos7vsv
"postbélico, ca",TosIAmy
"postclásico, ca",TosQmzL
postcombustión,TosgBDw
postcomunismo,TovNHdX
postcomunista,Tox30qP
postcomunión,TotWoug
postconciliar,Tox8oyO
postconcilio,Tozj2Wl
postconflicto,Tozk6Ug
postdata,Tp4NxxL
"postdiluviano, na",Tp6E5Cx
postdorsal,Tp6kdd6
postdorso,TpAKHdi
"postfijo, ja",TpVnKuj
postfranquismo,TpW1hHP
postfranquista,TpXKKNE
postgrado,TpXmNL6
"postgraduado, da",TpXywpS
postguerra,TpZ5jX2
postimpresionismo,Tpi1QBA
postindustrial,TpkmW1t
postiza,TpsHrH2
postliminio,Tpsmwgf
"postmeridiano, na",TpuoZSp
postmodernidad,Tpwq2JV
postmodernismo,TpxPtfV
postmodernista,TpxXz8V
"postmoderno, na",Tpz79K1
postnatal,TpziA2s
postnominal,Tq0fDbF
"postoperatorio, ria",Tq2w5Ja
postpalatal,Tq4D2VU
postparto,Tq57U8J
postponer,Tq7hgIb
postposición,TqC9fcR
"postpositivo, va",TqCYD69
postprandial,TqFDGR0
postpretérito,TqFGhU6
postproducción,TqFHDGy
postrera,TqOxRtL
postromanticismo,TqYNORE
"postromántico, ca",TqZk9hf
postventa,TqnX8lJ
postverbal,TqnYp4N
poética,TUX8Ou1
pragmática,TtXdAsc
preceptiva,Tv5pR5h
preciosa,TvdvhfY
precisa,Tw3KmSA
premisa,U1cS8lV
premonstratense,U1unNdL
prensapuré,U2q99jg
"presago, ga",U4qnp9e
presidenta,U6Yii5m
presunta,U7dD3yp
presóstato,U6poPtn
prima,UA9aE0l
primaria,UAR7uri
primera,UArloht
primitiva,UBEWRJP
princesa,UBliOdG
pringada,UC949FF
privada,UD89vct
pro forma,UIjwYIC
pro rata,UPBYiU3
probatoria,UEG52HM
problemática,UELywvn
procesionaria,UFXpJLE
proctoscopía,UGbGJqz
productora,UHClF1V
profetisa,UIRcmtR
profiláctica,UIZApF7
propedéutica,UNPWM6x
propóleo,UOKdyrL
"proscripto, ta",UPq41Qi
prospectiva,UQcev4g
protomo,USyeNSZ
provisora,UUb9G42
proxémica,UUs0ab8
práctica,Tt0DDJ4
"prócero, ra",UF945Jo
prójima,UKS59kg
pseudo-,UVp4Llk
"pseudocientífico, ca",UVpo7R6
pseudohermafrodita,UVtfTLe
pseudohermafroditismo,UVuG5HB
pseudología,UVwFZ2T
"pseudónimo, ma",UVwLVrn
pseudópodo,UVxpSvc
psicofísica,UWLWJwM
psicokinesia,UWUIYlC
psicolingüística,UWcV6IL
"pteridófito, ta",UXlBudf
pucara,UYhZZg7
pudu,UZfep0S
pudín,UZLk9yy
puestera,UaxNGZf
"pulmoniaco, ca",Ud6GcbP
pun,UeVPOeL
puntera,UfngPdN
pupila,Uhngk2w
purpurina,Uj5HDrL
purpúrea,Uj2EmbI
pábilo,RNxKqGf
pájara,RTKPoDJ
pálida,RYMztn4
péndula,SSEm3A7
pénsil,STghhOK
póker,TV2raFK
pública,UYNxwFC
quebradora,Ukny5KU
quebrantadora,Ul2kC2Z
queda,UlVOy3S
quelitera,UmczT0h
quermés,Uo6HGZy
quesera,UoVATXG
quienesquiera,UpkwhAI
quif,UqLlaZK
quili-,UqsGLst
quiliárea,UqvWVeN
quilo-,UrNs9Mj
quilogramo,UrPMmbk
quilográmetro,UrO5Q8n
quilolitro,UrQN8gL
"quilométrico, ca",UrVvGFB
quilómetro,UrVvrfi
quimicofísica,Us0zEzI
quimono,UsGmmGv
quincena,UsrSLEV
quincuagésima,UtOHVVL
quinesia,UtXtHLU
quinesiología,UtZExMC
"quinesiológico, ca",UtZggCx
quinesioterapia,UtaFx06
"quinesioterápico, ca",UtbZoL7
quinesiterapia,Utch02P
"quinesiterápico, ca",UtfKHjf
"quinesiólogo, ga",Uta2zuO
"quinésico, ca",UtYDXLO
quiqui,Uvlf5BG
quiqui,Uvlg9BF
quirguiz,UvrXHmE
quirie,UvwLsvR
quiromancía,UwJn2Aw
quiropráctica,UwNqApV
quivi,UxcmXnh
